93.674, 125.857, 2.502, 167.474 False
93.530, 125.650, 2.505, 167.874 False
93.402, 125.435, 2.460, 168.274 False
93.268, 125.223, 2.506, 168.674 False
93.149, 125.002, 2.466, 169.074 False
93.028, 124.782, 2.508, 169.474 False
92.925, 124.554, 2.438, 169.874 False
92.838, 124.320, 2.457, 169.970 False
92.759, 124.093, 2.491, 170.370 False
92.662, 123.856, 2.555, 170.770 False
92.574, 123.617, 2.528, 171.170 False
92.479, 123.381, 2.540, 171.570 False
92.398, 123.141, 2.498, 171.970 False
92.316, 122.901, 2.500, 172.370 False
92.247, 122.660, 2.473, 172.770 False
92.173, 122.420, 2.507, 173.170 False
92.113, 122.177, 2.489, 173.570 False
92.048, 121.934, 2.514, 173.970 False
92.002, 121.689, 2.453, 174.370 False
91.967, 121.442, 2.478, 174.770 False
91.934, 121.195, 2.523, 175.170 False
91.890, 120.945, 2.547, 175.570 False
91.859, 120.694, 2.506, 175.970 False
91.825, 120.444, 2.513, 176.370 False
91.797, 120.194, 2.505, 176.770 False
91.760, 119.946, 2.512, 177.170 False
91.735, 119.699, 2.513, 177.570 False
91.705, 119.450, 2.508, 177.970 False
91.686, 119.202, 2.486, 178.370 False
91.661, 118.954, 2.491, 178.770 False
91.654, 118.706, 2.461, 179.170 False
91.648, 118.456, 2.469, 179.570 False
91.645, 118.204, 2.492, 179.970 False
91.633, 117.953, 2.518, 180.370 False
91.631, 117.701, 2.513, 180.770 False
91.625, 117.449, 2.518, 181.170 False
91.622, 117.198, 2.513, 181.570 False
91.614, 116.947, 2.511, 181.970 False
91.613, 116.696, 2.502, 182.370 False
91.608, 116.446, 2.502, 182.770 False
91.610, 116.196, 2.496, 183.170 False
91.606, 115.946, 2.499, 183.570 False
91.616, 115.697, 2.486, 183.970 False
91.625, 115.448, 2.495, 184.370 False
91.634, 115.198, 2.501, 184.770 False
91.639, 114.947, 2.505, 185.170 False
91.649, 114.697, 2.502, 185.570 False
91.656, 114.447, 2.503, 185.970 False
91.664, 114.197, 2.502, 186.370 False
91.671, 113.947, 2.502, 186.770 False
91.677, 113.697, 2.501, 187.170 False
91.684, 113.447, 2.500, 187.570 False
91.691, 113.197, 2.500, 187.970 False
91.698, 112.947, 2.499, 188.370 False
91.713, 112.698, 2.495, 188.770 False
91.724, 112.448, 2.499, 189.170 False
91.738, 112.199, 2.500, 189.570 False
91.749, 111.949, 2.501, 189.970 False
91.759, 111.699, 2.501, 190.370 False
91.770, 111.449, 2.501, 190.770 False
91.781, 111.199, 2.501, 191.170 False
91.792, 110.949, 2.501, 191.570 False
91.802, 110.700, 2.500, 191.970 False
91.813, 110.450, 2.500, 192.370 False
91.824, 110.200, 2.500, 192.770 False
91.835, 109.950, 2.500, 193.170 False
91.850, 109.701, 2.499, 193.570 False
91.863, 109.451, 2.500, 193.970 False
91.876, 109.202, 2.500, 194.370 False
91.890, 108.952, 2.500, 194.770 False
91.902, 108.702, 2.500, 195.170 False
91.915, 108.452, 2.500, 195.570 False
91.927, 108.203, 2.500, 195.970 False
91.939, 107.953, 2.500, 196.370 False
91.951, 107.703, 2.500, 196.770 False
91.963, 107.454, 2.500, 197.170 False
91.975, 107.204, 2.500, 197.570 False
91.986, 106.954, 2.500, 197.970 False
91.998, 106.704, 2.500, 198.370 False
92.011, 106.455, 2.500, 198.770 False
92.023, 106.205, 2.500, 199.170 False
92.035, 105.955, 2.500, 199.570 False
92.046, 105.705, 2.500, 199.970 False
92.058, 105.456, 2.500, 200.370 False
